Age,Job,Credit amount,Duration,Credit_to_Duration,High_Risk_Purpose,Sex_male,Housing_own,Housing_rent,Saving accounts_moderate,Saving accounts_none,Saving accounts_quite rich,Saving accounts_rich,Checking account_moderate,Checking account_none,Checking account_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Age_Group_26-35,Age_Group_36-50,Age_Group_50+
23,1,8996,60,149.93333333333334,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
63,1,9257,25,370.28,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
47,0,12589,46,273.67391304347825,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
49,2,12178,63,193.3015873015873,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
54,3,9517,57,166.96491228070175,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
64,3,14029,39,359.71794871794873,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
61,1,4197,27,155.44444444444446,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,1,10359,28,369.9642857142857,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,1,4298,5,859.6,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
28,2,6472,67,96.59701492537313,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
55,2,5840,58,100.6896551724138,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
67,3,1729,14,123.5,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
53,0,11898,14,849.8571428571429,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
63,2,4780,45,106.22222222222223,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
30,1,2551,6,425.1666666666667,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
54,0,10638,53,200.71698113207546,0,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
35,0,17214,68,253.14705882352942,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
64,2,4226,70,60.371428571428574,0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
47,0,6017,24,250.70833333333334,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
72,1,8576,64,134.0,1,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36,1,16546,63,262.63492063492066,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
71,0,18337,67,273.6865671641791,0,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
52,2,15533,16,970.8125,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
49,1,12573,34,369.79411764705884,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
34,0,1678,4,419.5,1,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
29,1,19166,40,479.15,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
20,0,14116,33,427.75757575757575,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46,1,4342,13,334.0,0,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
42,1,4767,40,119.175,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
61,1,11025,41,268.9024390243902,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
51,1,14113,64,220.515625,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
19,2,1079,33,32.696969696969695,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61,2,18216,62,293.80645161290323,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
19,1,11447,61,187.65573770491804,1,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
50,2,15696,70,224.22857142857143,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
64,1,5889,68,86.6029411764706,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
63,1,2458,43,57.16279069767442,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
20,0,18578,71,261.6619718309859,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
40,1,15009,54,277.94444444444446,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
50,2,10204,14,728.8571428571429,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
21,1,9225,43,214.53488372093022,1,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
71,1,14105,25,564.2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
64,0,12243,10,1224.3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
66,2,10782,67,160.92537313432837,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50,1,1974,39,50.61538461538461,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
26,0,4643,21,221.0952380952381,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35,1,3705,28,132.32142857142858,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
30,1,7466,32,233.3125,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
35,0,17184,31,554.3225806451613,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
71,2,8105,15,540.3333333333334,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
42,2,7034,70,100.48571428571428,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50,1,11464,19,603.3684210526316,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
55,1,4406,41,107.46341463414635,0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
73,1,17454,22,793.3636363636364,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
20,0,4224,43,98.23255813953489,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
45,1,7630,34,224.41176470588235,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
41,1,10725,27,397.22222222222223,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
44,2,8329,26,320.34615384615387,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25,3,4757,62,76.7258064516129,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,0,3615,21,172.14285714285714,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
62,1,4901,55,89.10909090909091,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,2,19480,9,2164.4444444444443,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
71,0,17244,5,3448.8,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
68,2,9147,9,1016.3333333333334,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
35,0,8914,43,207.30232558139534,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
42,0,13470,15,898.0,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
25,3,2248,50,44.96,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,2,15777,35,450.77142857142854,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
43,2,6756,29,232.9655172413793,0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
72,1,16954,47,360.72340425531917,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
74,2,19586,24,816.0833333333334,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
70,0,16165,64,252.578125,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,2,3588,6,598.0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53,1,10957,6,1826.1666666666667,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
74,3,17447,14,1246.2142857142858,0,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
21,1,6199,41,151.1951219512195,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32,1,19402,40,485.05,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
68,2,7140,37,192.97297297297297,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
71,0,12091,29,416.9310344827586,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
74,0,18519,10,1851.9,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40,3,19025,45,422.77777777777777,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
70,1,3996,33,121.0909090909091,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
72,0,1294,32,40.4375,0,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
58,1,19923,57,349.5263157894737,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
68,3,7811,59,132.38983050847457,0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
34,1,4886,32,152.6875,1,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
20,3,12173,21,579.6666666666666,0,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
19,3,6596,30,219.86666666666667,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60,2,9927,28,354.5357142857143,0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
43,2,11726,23,509.82608695652175,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
62,2,4393,31,141.70967741935485,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49,3,12805,30,426.8333333333333,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
54,1,14482,53,273.24528301886795,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
71,2,16424,46,357.04347826086956,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
60,2,19067,45,423.7111111111111,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
64,2,10207,4,2551.75,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
52,2,14521,64,226.890625,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
43,3,7494,43,174.27906976744185,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
67,2,2445,50,48.9,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
38,1,17372,65,267.26153846153846,0,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
20,1,2212,25,88.48,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
52,2,3370,55,61.27272727272727,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
22,3,1946,16,121.625,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
22,2,1608,30,53.6,1,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
62,1,10188,63,161.71428571428572,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
47,0,15671,10,1567.1,0,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
70,1,12160,28,434.2857142857143,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
19,1,6366,40,159.15,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,2,11239,51,220.37254901960785,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
21,0,16634,18,924.1111111111111,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
67,2,618,16,38.625,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
57,1,17570,33,532.4242424242424,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
63,2,19970,52,384.03846153846155,1,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
40,0,9919,61,162.60655737704917,0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
58,2,5144,58,88.6896551724138,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61,0,12961,35,370.3142857142857,0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
43,2,17329,46,376.7173913043478,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
54,2,12092,69,175.2463768115942,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
42,2,16063,44,365.0681818181818,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
71,1,15883,63,252.11111111111111,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
19,1,17272,29,595.5862068965517,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
72,1,2836,49,57.87755102040816,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
37,1,19002,23,826.1739130434783,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
26,0,12736,14,909.7142857142857,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
19,1,11109,37,300.2432432432432,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,3,10497,34,308.7352941176471,0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
68,3,400,7,57.142857142857146,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
63,2,10041,16,627.5625,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
39,1,2491,18,138.38888888888889,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
48,0,12101,24,504.2083333333333,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
66,2,521,61,8.540983606557377,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
23,0,3801,20,190.05,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
20,2,8794,29,303.2413793103448,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
55,0,12349,35,352.8285714285714,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
47,0,11061,12,921.75,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
33,3,18004,51,353.01960784313724,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
74,3,11097,33,336.27272727272725,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
21,2,8173,16,510.8125,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
55,2,2401,5,480.2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
67,1,6468,15,431.2,0,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
32,2,5455,6,909.1666666666666,1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,2,12566,19,661.3684210526316,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
29,1,6286,31,202.7741935483871,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
42,1,19441,52,373.86538461538464,1,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
31,1,11468,9,1274.2222222222222,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
54,2,12638,53,238.45283018867926,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
69,2,6301,24,262.5416666666667,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,2,4643,8,580.375,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
71,3,14991,61,245.75409836065575,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
